chunk_index,token_density,heading_depth,neighbor_overlap,source_file,page
634,499,0,0.24857142857142858,unknown,-1
635,592,0,0.1867007672634271,unknown,-1
636,667,0,0.20921985815602837,unknown,-1
637,277,0,0.15950920245398773,unknown,-1
638,193,0,0.1488095238095238,unknown,-1
639,259,0,0.14383561643835616,unknown,-1
640,189,0,0.13245033112582782,unknown,-1
641,227,0,0.08904109589041095,unknown,-1
642,146,0,0.18181818181818182,unknown,-1
643,238,0,0.28,unknown,-1
644,228,0,0.5338983050847458,unknown,-1
645,233,0,0.17435897435897435,unknown,-1
646,354,0,0.250996015936255,unknown,-1
647,574,0,0.19434628975265017,unknown,-1
648,395,0,0.2152317880794702,unknown,-1
649,432,0,0.20224719101123595,unknown,-1
650,347,0,0.29333333333333333,unknown,-1
651,494,0,0.3008849557522124,unknown,-1
652,494,0,0.3111111111111111,unknown,-1
653,468,0,0.2827868852459016,unknown,-1
654,583,0,0.3188405797101449,unknown,-1
655,556,0,0.5291005291005291,unknown,-1
656,439,0,0.2843601895734597,unknown,-1
657,329,0,0.2222222222222222,unknown,-1
658,346,0,0.1422924901185771,unknown,-1
659,294,0,0.3404255319148936,unknown,-1
660,417,0,0.18867924528301888,unknown,-1
661,302,0,0.24561403508771928,unknown,-1
662,443,0,0.20098039215686275,unknown,-1
663,195,0,0.09424083769633508,unknown,-1
664,430,0,0.49142857142857144,unknown,-1
665,362,0,0.4639175257731959,unknown,-1
666,393,0,0.4375,unknown,-1
667,361,0,0.47305389221556887,unknown,-1
668,394,0,0.43258426966292135,unknown,-1
669,394,0,0.43010752688172044,unknown,-1
670,381,0,0.4126984126984127,unknown,-1
671,353,0,0.47959183673469385,unknown,-1
672,379,0,0.3177966101694915,unknown,-1
673,343,0,0.2169811320754717,unknown,-1
674,161,0,0.11442786069651742,unknown,-1
675,320,0,0.24369747899159663,unknown,-1
676,460,0,0.2345679012345679,unknown,-1
677,390,0,0.24888888888888888,unknown,-1
678,429,0,0.2544642857142857,unknown,-1
679,400,0,0.3898305084745763,unknown,-1
680,417,0,0.18848167539267016,unknown,-1
681,403,0,0.3825503355704698,unknown,-1
682,385,0,0.34375,unknown,-1
683,390,0,0.16030534351145037,unknown,-1
684,60,0,0.05853658536585366,unknown,-1
685,514,0,0.2724014336917563,unknown,-1
686,568,0,0.2491103202846975,unknown,-1
687,512,0,0.2,unknown,-1
688,732,0,0.2251655629139073,unknown,-1
689,466,0,0.22556390977443608,unknown,-1
690,331,0,0.18705035971223022,unknown,-1
691,481,0,0.24489795918367346,unknown,-1
692,291,0,0.22282608695652173,unknown,-1
693,343,0,0.2562814070351759,unknown,-1
694,456,0,0.30451127819548873,unknown,-1
695,617,0,0.35315985130111527,unknown,-1
696,481,0,0.29225352112676056,unknown,-1
697,430,0,0.246875,unknown,-1
698,487,0,0.28852459016393445,unknown,-1
699,561,0,0.29692832764505117,unknown,-1
700,503,0,0.21818181818181817,unknown,-1
701,350,0,0.2490272373540856,unknown,-1
702,398,0,0.25742574257425743,unknown,-1
703,576,0,0.23723723723723725,unknown,-1
704,672,0,0.2910958904109589,unknown,-1
705,541,0,0.3333333333333333,unknown,-1
706,388,0,0.336,unknown,-1
707,493,0,0.29190751445086704,unknown,-1
708,715,0,0.25526315789473686,unknown,-1
709,577,0,0.2903225806451613,unknown,-1
710,519,0,0.2735562310030395,unknown,-1
711,535,0,0.2819672131147541,unknown,-1
712,331,0,0.26666666666666666,unknown,-1
713,339,0,0.2147887323943662,unknown,-1
714,464,0,0.21311475409836064,unknown,-1
715,360,0,0.21107266435986158,unknown,-1
716,393,0,0.24333333333333335,unknown,-1
717,582,0,0.26490066225165565,unknown,-1
718,469,0,0.3288590604026846,unknown,-1
719,532,0,0.2898089171974522,unknown,-1
720,518,0,0.2631578947368421,unknown,-1
721,723,0,0.25333333333333335,unknown,-1
722,632,0,0.27722772277227725,unknown,-1
723,597,0,0.28994082840236685,unknown,-1
724,621,0,0.25142857142857145,unknown,-1
725,636,0,0.22560975609756098,unknown,-1
726,468,0,0.2459546925566343,unknown,-1
727,660,0,0.27009646302250806,unknown,-1
728,456,0,0.24842767295597484,unknown,-1
729,479,0,0.2686084142394822,unknown,-1
730,437,0,0.29818181818181816,unknown,-1
731,466,0,0.3003533568904594,unknown,-1
732,563,0,0.30223880597014924,unknown,-1
733,354,0,0.31140350877192985,unknown,-1
734,354,0,0.24305555555555555,unknown,-1
735,591,0,0.25787965616045844,unknown,-1
736,655,0,0.2710843373493976,unknown,-1
737,555,0,0.28753993610223644,unknown,-1
738,570,0,0.26,unknown,-1
739,475,0,0.34317343173431736,unknown,-1
740,540,0,0.22875816993464052,unknown,-1
741,486,0,0.20245398773006135,unknown,-1
742,540,0,0.27245508982035926,unknown,-1
743,575,0,0.23513513513513515,unknown,-1
744,577,0,0.26038781163434904,unknown,-1
745,560,0,0.2703583061889251,unknown,-1
746,579,0,0.3103448275862069,unknown,-1
747,598,0,0.29141104294478526,unknown,-1
748,546,0,0.25,unknown,-1
749,563,0,0.22140221402214022,unknown,-1
750,530,0,0.22093023255813954,unknown,-1
751,410,0,0.296551724137931,unknown,-1
752,508,0,0.2682119205298013,unknown,-1
753,530,0,0.20066889632107024,unknown,-1
754,484,0,0.2730627306273063,unknown,-1
755,586,0,0.26755852842809363,unknown,-1
756,549,0,0.3164983164983165,unknown,-1
757,569,0,0.31316725978647686,unknown,-1
758,588,0,0.41409691629955947,unknown,-1
759,497,0,0.3614457831325301,unknown,-1
760,667,0,0.41379310344827586,unknown,-1
761,564,0,0.43846153846153846,unknown,-1
762,624,0,0.3394495412844037,unknown,-1
763,727,0,0.3009118541033435,unknown,-1
764,548,0,0.31921824104234525,unknown,-1
765,614,0,0.2537764350453172,unknown,-1
766,611,0,0.2824675324675325,unknown,-1
767,643,0,0.2966666666666667,unknown,-1
768,530,0,0.3063973063973064,unknown,-1
769,483,0,0.30491803278688523,unknown,-1
770,634,0,0.21587301587301588,unknown,-1
771,644,0,0.3497942386831276,unknown,-1
772,561,0,0.2260061919504644,unknown,-1
773,626,0,0.2929936305732484,unknown,-1
774,521,0,0.3709090909090909,unknown,-1
775,711,0,0.3252279635258359,unknown,-1
776,722,0,0.31629392971246006,unknown,-1
777,589,0,0.3445692883895131,unknown,-1
778,542,0,0.22935779816513763,unknown,-1
779,583,0,0.2696629213483146,unknown,-1
780,683,0,0.3086053412462908,unknown,-1
781,667,0,0.3691275167785235,unknown,-1
782,610,0,0.30742049469964666,unknown,-1
783,479,0,0.2579505300353357,unknown,-1
784,469,0,0.22611464968152867,unknown,-1
785,568,0,0.27722772277227725,unknown,-1
786,615,0,0.32,unknown,-1
787,717,0,0.22333333333333333,unknown,-1
788,639,0,0.271505376344086,unknown,-1
789,764,0,0.35714285714285715,unknown,-1
790,626,0,0.25316455696202533,unknown,-1
791,432,0,0.8671875,unknown,-1
792,487,0,0.4306930693069307,unknown,-1
793,564,0,0.5288888888888889,unknown,-1
794,584,0,0.3739495798319328,unknown,-1
795,534,0,0.45544554455445546,unknown,-1
796,633,0,0.5207373271889401,unknown,-1
797,719,0,0.4756554307116105,unknown,-1
798,729,0,0.2894736842105263,unknown,-1
799,710,0,0.2349570200573066,unknown,-1
800,464,0,0.25,unknown,-1
801,581,0,0.254957507082153,unknown,-1
802,613,0,0.3010033444816054,unknown,-1
803,639,0,0.4396135265700483,unknown,-1
804,627,0,0.2222222222222222,unknown,-1
805,706,0,0.20608108108108109,unknown,-1
806,304,0,0.15337423312883436,unknown,-1
807,749,0,0.15469613259668508,unknown,-1
808,475,0,0.26022304832713755,unknown,-1
809,396,0,0.26693227091633465,unknown,-1
810,418,0,0.2567049808429119,unknown,-1
811,513,0,0.38461538461538464,unknown,-1
812,358,0,0.22093023255813954,unknown,-1
813,512,0,0.21052631578947367,unknown,-1
814,507,0,0.24110671936758893,unknown,-1
815,506,0,0.33495145631067963,unknown,-1
816,411,0,0.304,unknown,-1
817,542,0,0.3372093023255814,unknown,-1
818,480,0,0.35398230088495575,unknown,-1
819,468,0,0.3236514522821577,unknown,-1
820,544,0,0.31451612903225806,unknown,-1
821,468,0,0.31679389312977096,unknown,-1
822,657,0,0.17333333333333334,unknown,-1
823,225,0,0.1394422310756972,unknown,-1
824,598,0,0.32978723404255317,unknown,-1
825,544,0,0.2653061224489796,unknown,-1
826,510,0,0.25877192982456143,unknown,-1
827,489,0,0.1945945945945946,unknown,-1
828,250,0,0.09727626459143969,unknown,-1
829,583,0,0.279874213836478,unknown,-1
830,582,0,0.29,unknown,-1
831,528,0,0.24358974358974358,unknown,-1
832,628,0,0.23076923076923078,unknown,-1
833,641,0,0.21587301587301588,unknown,-1
834,506,0,0.26119402985074625,unknown,-1
835,555,0,0.29213483146067415,unknown,-1
836,616,0,0.303886925795053,unknown,-1
837,558,0,0.2608695652173913,unknown,-1
838,453,0,0.2757009345794392,unknown,-1
839,232,0,0.25,unknown,-1
840,449,0,0.3469387755102041,unknown,-1
841,546,0,0.2939189189189189,unknown,-1
842,628,0,0.32894736842105265,unknown,-1
843,594,0,0.3079470198675497,unknown,-1
844,617,0,0.3694029850746269,unknown,-1
845,623,0,0.25477707006369427,unknown,-1
846,582,0,0.2639751552795031,unknown,-1
847,551,0,0.2631578947368421,unknown,-1
848,633,0,0.2601880877742947,unknown,-1
849,605,0,0.3161094224924012,unknown,-1
850,567,0,0.250814332247557,unknown,-1
851,435,0,0.17142857142857143,unknown,-1
852,570,0,0.2670807453416149,unknown,-1
853,536,0,0.24550898203592814,unknown,-1
854,505,0,0.22641509433962265,unknown,-1
855,243,0,0.1572052401746725,unknown,-1
856,400,0,0.4008438818565401,unknown,-1
857,430,0,0.296,unknown,-1
858,299,0,0.0,unknown,-1
